date,Block,plot,species,%cover,Note:
6/26/14,2,5,Elymus_elymoides,11,
6/26/14,2,5,Euphorbia_glyptosperma,1,
6/26/14,2,5,Festuca_octoflora,19,
6/26/14,2,5,Oenothera_albicaulis,4,
6/26/14,2,5,Opuntia_polyacantha,1,
6/26/14,2,5,Sphaeralcea_coccinea,4,
6/26/14,2,5,Thelesperma_filifolium,3,
6/26/14,2,5,Tragopogon_dubius,4,
6/26/14,2,6,Bouteloua_gracilis,66,
6/26/14,2,6,Carex_duriuscula,17,
6/26/14,2,6,cryptogramic,4,
6/26/14,2,6,Elymus_elymoides,3,
6/26/14,2,6,Euphorbia_glyptosperma,1,
6/26/14,2,6,Festuca_octoflora,3,
6/26/14,2,6,Ipomopsis_laxiflora,1,
6/26/14,2,6,Sphaeralcea_coccinea,1,
6/26/14,2,6,Thelesperma_filifolium,8,
6/26/14,2,7,bare_ground,1,
6/26/14,2,7,Bouteloua_gracilis,55,
6/26/14,2,7,Carex_duriuscula,14,
6/26/14,2,7,cryptogramic,1,
6/26/14,2,7,Elymus_elymoides,4,
6/26/14,2,7,Festuca_octoflora,46,
6/26/14,2,7,Sphaeralcea_coccinea,34,
6/26/14,2,7,Thelesperma_filifolium,3,
6/26/14,2,8,bare_ground,1,
6/26/14,2,8,Bouteloua_gracilis,56,
6/26/14,2,8,Carex_duriuscula,17,
6/26/14,2,8,cryptogramic,1,
6/26/14,2,8,Elymus_elymoides,19,
6/26/14,2,8,Euphorbia_glyptosperma,1,
6/26/14,2,8,Festuca_octoflora,21,
6/26/14,2,8,Oenothera_albicaulis,2,
6/26/14,2,8,Sphaeralcea_coccinea,2,
6/26/14,2,9,Bouteloua_gracilis,72,
6/26/14,2,9,Echinocereus_viridiflorus,1,
6/26/14,2,9,Elymus_elymoides,4,
6/26/14,2,9,Festuca_octoflora,42,
6/26/14,2,9,Picradeniopsis_oppositifolia,8,
6/26/14,2,9,Plantago_patagonica,1,
6/26/14,2,9,Sphaeralcea_coccinea,1,
6/26/14,2,9,Thelesperma_filifolium,2,
6/26/14,2,10,bare_ground,7,
6/26/14,2,10,Bouteloua_gracilis,63,
6/26/14,2,10,Elymus_elymoides,21,
6/26/14,2,10,Euphorbia_glyptosperma,2,
6/26/14,2,10,Festuca_octoflora,3,
6/26/14,2,10,Oenothera_albicaulis,2,
6/26/14,2,10,Sphaeralcea_coccinea,1,
6/26/14,2,10,Thelesperma_filifolium,13,
6/26/14,2,10,Chenopodium_album,1,
6/26/14,3,1,bare_ground,3,
6/26/14,3,1,Bouteloua_gracilis,48,
6/26/14,3,1,Bouteloua_hirsuta,3,
6/26/14,3,1,cryptogramic,4,
6/26/14,3,1,Elymus_elymoides,3,
6/26/14,3,1,Festuca_octoflora,23,
6/26/14,3,1,Ipomopsis_laxiflora,4,
6/26/14,3,1,Oenothera_albicaulis,25,
6/26/14,3,1,Opuntia_polyacantha,9,
6/26/14,3,1,Picradeniopsis_oppositifolia,10,
6/26/14,3,2,Bouteloua_gracilis,65,
6/26/14,3,2,Buchloe_dactyloides,6,
6/26/14,3,2,Carex_duriuscula,10,
6/26/14,3,2,cryptogramic,1,
6/26/14,3,2,Festuca_octoflora,85,
6/26/14,3,2,Plantago_patagonica,1,
6/26/14,3,2,Talinum_parviflorum,1,
6/26/14,3,3,Artemisia_frigida,5,
6/26/14,3,3,Bouteloua_gracilis,52,
6/26/14,3,3,Bouteloua_hirsuta,13,
6/26/14,3,3,Carex_duriuscula,3,
6/26/14,3,3,Elymus_elymoides,3,
6/26/14,3,3,Festuca_octoflora,50,
6/26/14,3,3,Heterotheca_villosa,2,
6/26/14,3,3,Oenothera_albicaulis,2,
6/26/14,3,3,Pascopyrum_smithii,2,
6/26/14,3,3,Sphaeralcea_coccinea,7,
6/26/14,3,4,bare_ground,5,
6/26/14,3,4,Bouteloua_gracilis,72,
6/26/14,3,4,Carex_duriuscula,1,
6/26/14,3,4,cryptogramic,1,
6/26/14,3,4,Echinocereus_viridiflorus,1,
6/26/14,3,4,Elymus_elymoides,6,
6/26/14,3,4,Festuca_octoflora,15,
6/26/14,3,4,Ipomopsis_laxiflora,6,
6/26/14,3,4,Oenothera_albicaulis,6,
6/26/14,3,4,Opuntia_polyacantha,1,
6/26/14,3,4,Sphaeralcea_coccinea,14,
6/26/14,3,5,bare_ground,4,
6/26/14,3,5,Bouteloua_gracilis,45,
6/26/14,3,5,Bouteloua_hirsuta,2,
6/26/14,3,5,Carex_duriuscula,38,
6/26/14,3,5,cryptogramic,1,
6/26/14,3,5,Elymus_elymoides,2,
6/26/14,3,5,Festuca_octoflora,9,
6/26/14,3,5,Gutierrezia_sarothrae,2,
6/26/14,3,5,Heterotheca_villosa,2,
6/26/14,3,5,Ipomopsis_laxiflora,6,
6/26/14,3,5,Sphaeralcea_coccinea,14,
6/26/14,3,5,Evolvulus_nuttallianus,1,
6/26/14,3,6,bare_ground,4,
6/26/14,3,6,Bouteloua_gracilis,76,
6/26/14,3,6,Carex_duriuscula,1,
6/26/14,3,6,cryptogramic,1,
6/26/14,3,6,Festuca_octoflora,2,
6/26/14,3,6,Muhlenbergia_torreyi,1,
6/26/14,3,6,Opuntia_polyacantha,8,
6/26/14,3,6,Sphaeralcea_coccinea,1,
6/26/14,3,7,Bouteloua_gracilis,78,
6/26/14,3,7,Buchloe_dactyloides,8,
6/26/14,3,7,Carex_duriuscula,5,
6/26/14,3,7,Cirsium_undulatum,1,
6/26/14,3,7,cryptogramic,1,
6/26/14,3,7,Elymus_elymoides,2,
6/26/14,3,7,Festuca_octoflora,1,
6/26/14,3,7,Plantago_patagonica,1,
6/26/14,3,7,Sphaeralcea_coccinea,5,
6/26/14,3,8,bare_ground,5,
6/26/14,3,8,Bouteloua_gracilis,63,
6/26/14,3,8,Buchloe_dactyloides,6,
6/26/14,3,8,Festuca_octoflora,33,
6/26/14,3,8,Ipomopsis_laxiflora,11,
6/26/14,3,8,Oenothera_albicaulis,3,
6/26/14,3,8,Opuntia_polyacantha,1,
6/26/14,3,8,Plantago_patagonica,2,
6/26/14,3,8,Sisymbrium_altissimum,1,
6/26/14,3,8,Sphaeralcea_coccinea,1,
6/26/14,3,9,Bouteloua_gracilis,35,
6/26/14,3,9,Bouteloua_hirsuta,2,
6/26/14,3,9,Carex_duriuscula,11,
6/26/14,3,9,cryptogramic,1,
6/26/14,3,9,Festuca_octoflora,90,
6/26/14,3,9,Opuntia_polyacantha,2,
6/26/14,3,9,Plantago_patagonica,1,
6/26/14,3,9,Psoralea_tenuiflora,3,
6/26/14,3,9,Sphaeralcea_coccinea,6,
6/26/14,3,10,Bouteloua_gracilis,28,
6/26/14,3,10,Carex_duriuscula,15,
6/26/14,3,10,cryptogramic,5,
6/26/14,3,10,Elymus_elymoides,1,
6/26/14,3,10,Festuca_octoflora,93,
6/26/14,3,10,Oenothera_albicaulis,1,
6/26/14,3,10,Plantago_patagonica,3,
6/26/14,3,10,Sphaeralcea_coccinea,2,
8/17/14,1,1,Bouteloua_gracilis,73,
8/17/14,1,1,Elymus_elymoides,4,
8/17/14,1,1,Plantago_patagonica,2,
8/17/14,1,1,Sphaeralcea_coccinea,1,
8/17/14,1,1,Opuntia_polyacantha,1,
8/17/14,1,1,bare_ground,4,
8/17/14,1,1,cryptogramic,1,
8/17/14,1,2,Bouteloua_gracilis,50,
8/17/14,1,2,Elymus_elymoides,3,
8/17/14,1,2,Ipomopsis_laxiflora,3,
8/17/14,1,2,Machaeranthera_tanacetifolia,5,
8/17/14,1,2,Plantago_patagonica,4,
8/17/14,1,2,Sphaeralcea_coccinea,4,
8/17/14,1,2,Echinocereus_viridiflorus,1,
8/17/14,1,2,bare_ground,12,
8/17/14,1,2,cryptogramic,1,
8/17/14,1,3,Bouteloua_gracilis,80,
8/17/14,1,3,Bouteloua_hirsuta,1,
8/17/14,1,3,Buchloe_dactyloides,4,
8/17/14,1,3,Plantago_patagonica,11,
8/17/14,1,3,Sphaeralcea_coccinea,2,
8/17/14,1,3,bare_ground,1,
8/17/14,1,3,cryptogramic,1,
8/17/14,1,4,Bouteloua_gracilis,40,
8/17/14,1,4,Buchloe_dactyloides,22,
8/17/14,1,4,Sphaeralcea_coccinea,7,
8/17/14,1,4,Mirabilis_linearis,2,
8/17/14,1,4,Echinocereus_viridiflorus,1,
8/17/14,1,5,Bouteloua_gracilis,45,
8/17/14,1,5,Elymus_elymoides,1,
8/17/14,1,5,Machaeranthera_tanacetifolia,11,
8/17/14,1,5,Sphaeralcea_coccinea,1,
8/17/14,1,5,bare_ground,6,
8/17/14,1,5,cryptogramic,2,
8/17/14,1,6,Bouteloua_gracilis,60,
8/17/14,1,6,Muhlenbergia_torreyi,1,
8/17/14,1,6,Picradeniopsis_oppositifolia,2,
8/17/14,1,6,Plantago_patagonica,10,
8/17/14,1,6,Sphaeralcea_coccinea,1,
8/17/14,1,6,Tragopogon_dubius,4,
8/17/14,1,6,Echinocereus_viridiflorus,1,
8/17/14,1,6,bare_ground,5,
8/17/14,1,7,Bouteloua_gracilis,80,
8/17/14,1,7,Cryptantha_minima,5,
8/17/14,1,7,Euphorbia_glyptosperma,1,
8/17/14,1,7,Ipomopsis_laxiflora,8,
8/17/14,1,7,Plantago_patagonica,4,
8/17/14,1,7,Sphaeralcea_coccinea,5,
8/17/14,1,7,Tragopogon_dubius,1,
8/17/14,1,7,Echinocereus_viridiflorus,2,
8/17/14,1,7,Opuntia_polyacantha,3,
8/17/14,1,7,bare_ground,2,
8/17/14,1,8,Bouteloua_gracilis,55,
8/17/14,1,8,Elymus_elymoides,6,
8/17/14,1,8,Ipomopsis_laxiflora,6,
8/17/14,1,8,Sphaeralcea_coccinea,8,
8/17/14,1,8,Echinocereus_viridiflorus,1,
8/17/14,1,8,Opuntia_polyacantha,2,
8/17/14,1,8,bare_ground,7,
8/17/14,1,8,cryptogramic,1,
8/17/14,1,8,Solanum_triflorum,1,
8/17/14,1,9,Bouteloua_gracilis,80,
8/17/14,1,9,Elymus_elymoides,1,
8/17/14,1,9,Cryptantha_minima,3,
8/17/14,1,9,Plantago_patagonica,4,
8/17/14,1,9,Sphaeralcea_coccinea,2,
8/17/14,1,9,bare_ground,1,
8/17/14,1,9,cryptogramic,3,
8/17/14,1,10,Bouteloua_gracilis,60,
8/17/14,1,10,Bouteloua_hirsuta,2,
8/17/14,1,10,Buchloe_dactyloides,2,
8/17/14,1,10,Sporobolus_cryptandrus,1,
8/17/14,1,10,Ipomopsis_laxiflora,2,
8/17/14,1,10,Picradeniopsis_oppositifolia,11,
8/17/14,1,10,Plantago_patagonica,3,
8/17/14,1,10,bare_ground,3,
8/17/14,1,10,cryptogramic,1,
8/17/14,2,1,Bouteloua_gracilis,80,
8/17/14,2,1,Bouteloua_hirsuta,1,
8/17/14,2,1,Elymus_elymoides,10,
8/17/14,2,1,Sporobolus_cryptandrus,1,
8/17/14,2,1,Euphorbia_glyptosperma,1,
8/17/14,2,1,Sphaeralcea_coccinea,1,
8/17/14,2,1,Thelesperma_filifolium,7,
8/17/14,2,2,Bouteloua_gracilis,70,
8/17/14,2,2,Elymus_elymoides,5,
8/17/14,2,2,Artemisia_frigida,1,
8/17/14,2,2,Chrysothamnus_nauseosus,2,
8/17/14,2,2,Euphorbia_glyptosperma,1,
8/17/14,2,2,Plantago_patagonica,1,
8/17/14,2,2,Sphaeralcea_coccinea,3,
8/17/14,2,2,bare_ground,4,
8/17/14,2,3,Bouteloua_gracilis,60,
8/17/14,2,3,Elymus_elymoides,2,
8/17/14,2,3,Muhlenbergia_torreyi,2,
8/17/14,2,3,Pascopyrum_smithii,8,
8/17/14,2,3,Sporobolus_cryptandrus,3,
8/17/14,2,3,Sphaeralcea_coccinea,3,
8/17/14,2,3,Thelesperma_filifolium,35,
8/17/14,2,3,bare_ground,2,
8/17/14,2,3,cryptogramic,1,
8/17/14,2,4,Bouteloua_gracilis,75,
8/17/14,2,4,Elymus_elymoides,6,
8/17/14,2,4,Sporobolus_cryptandrus,1,
8/17/14,2,4,Cryptantha_minima,2,
8/17/14,2,4,Euphorbia_glyptosperma,1,
8/17/14,2,4,Ipomopsis_laxiflora,10,
8/17/14,2,4,Sphaeralcea_coccinea,2,
8/17/14,2,4,Thelesperma_filifolium,5,
8/17/14,2,4,cryptogramic,2,
8/17/14,2,5,Bouteloua_gracilis,60,
8/17/14,2,5,Bouteloua_hirsuta,11,
8/17/14,2,5,Elymus_elymoides,1,
8/17/14,2,5,Sporobolus_cryptandrus,6,
8/17/14,2,5,Sphaeralcea_coccinea,6,
8/17/14,2,5,Thelesperma_filifolium,4,
8/17/14,2,5,Tragopogon_dubius,3,
8/17/14,2,5,Opuntia_polyacantha,2,
8/17/14,2,5,bare_ground,4,
8/17/14,2,6,Bouteloua_gracilis,65,
8/17/14,2,6,Elymus_elymoides,2,
8/17/14,2,6,Euphorbia_glyptosperma,1,
8/17/14,2,6,Ipomopsis_laxiflora,2,
8/17/14,2,6,Sphaeralcea_coccinea,1,
8/17/14,2,6,Thelesperma_filifolium,4,
8/17/14,2,6,bare_ground,2,
8/17/14,2,6,cryptogramic,8,
8/17/14,2,7,Bouteloua_gracilis,55,
8/17/14,2,7,Elymus_elymoides,3,
8/17/14,2,7,Sporobolus_cryptandrus,5,
8/17/14,2,7,Sphaeralcea_coccinea,50,
8/17/14,2,7,Thelesperma_filifolium,3,
8/17/14,2,7,cryptogramic,1,
8/17/14,2,8,Bouteloua_gracilis,85,
8/17/14,2,8,Elymus_elymoides,8,
8/17/14,2,8,Sporobolus_cryptandrus,2,
8/17/14,2,8,Euphorbia_glyptosperma,1,
8/17/14,2,8,Sphaeralcea_coccinea,3,
8/17/14,2,9,Bouteloua_gracilis,64,
8/17/14,2,9,Elymus_elymoides,4,
8/17/14,2,9,Euphorbia_glyptosperma,1,
8/17/14,2,9,Picradeniopsis_oppositifolia,11,
8/17/14,2,9,Plantago_patagonica,1,
8/17/14,2,9,Sphaeralcea_coccinea,2,
8/17/14,2,9,Thelesperma_filifolium,7,
8/17/14,2,9,Echinocereus_viridiflorus,1,
8/17/14,2,10,Bouteloua_gracilis,80,
8/17/14,2,10,Elymus_elymoides,21,
8/17/14,2,10,Chenopodium_album,1,
8/17/14,2,10,Euphorbia_glyptosperma,6,
8/17/14,2,10,Sphaeralcea_coccinea,1,
8/17/14,2,10,Thelesperma_filifolium,15,
8/17/14,3,1,Bouteloua_gracilis,36,
8/17/14,3,1,Bouteloua_hirsuta,20,
8/17/14,3,1,Elymus_elymoides,3,
8/17/14,3,1,Ipomopsis_laxiflora,5,
8/17/14,3,1,Picradeniopsis_oppositifolia,15,
8/17/14,3,1,Opuntia_polyacantha,9,
8/17/14,3,1,bare_ground,3,
8/17/14,3,1,cryptogramic,3,
8/17/14,3,2,Bouteloua_gracilis,40,
8/17/14,3,2,Buchloe_dactyloides,25,
8/17/14,3,2,Plantago_patagonica,1,
8/17/14,3,2,Talinum_parviflorum,1,
8/17/14,3,2,Echinocereus_viridiflorus,1,
8/17/14,3,3,Bouteloua_gracilis,55,
8/17/14,3,3,Bouteloua_hirsuta,8,
8/17/14,3,3,Buchloe_dactyloides,25,
8/17/14,3,3,Elymus_elymoides,1,
8/17/14,3,3,Artemisia_frigida,8,
8/17/14,3,3,Euphorbia_glyptosperma,1,
8/17/14,3,3,Heterotheca_villosa,3,
8/17/14,3,3,Sphaeralcea_coccinea,9,
8/17/14,3,4,Bouteloua_gracilis,60,
8/17/14,3,4,Bouteloua_hirsuta,5,
8/17/14,3,4,Elymus_elymoides,1,
8/17/14,3,4,Ipomopsis_laxiflora,11,
8/17/14,3,4,Sphaeralcea_coccinea,10,
8/17/14,3,4,Echinocereus_viridiflorus,1,
8/17/14,3,4,Opuntia_polyacantha,1,
8/17/14,3,4,bare_ground,3,
8/17/14,3,4,cryptogramic,1,
8/17/14,3,5,Bouteloua_gracilis,65,
8/17/14,3,5,Gutierrezia_sarothrae,4,
8/17/14,3,5,Ipomopsis_laxiflora,13,
8/17/14,3,5,Machaeranthera_tanacetifolia,22,
8/17/14,3,5,Sphaeralcea_coccinea,15,
8/17/14,3,5,Evolvulus_nuttallianus,1,
8/17/14,3,6,Bouteloua_gracilis,85,
8/17/14,3,6,Muhlenbergia_torreyi,1,
8/17/14,3,6,Sphaeralcea_coccinea,1,
8/17/14,3,6,Opuntia_polyacantha,7,
8/17/14,3,6,bare_ground,1,
8/17/14,3,6,cryptogramic,1,
8/17/14,3,7,Bouteloua_gracilis,75,
8/17/14,3,7,Buchloe_dactyloides,20,
8/17/14,3,7,Plantago_patagonica,1,
8/17/14,3,7,Sphaeralcea_coccinea,3,
8/17/14,3,7,bare_ground,1,
8/17/14,3,7,cryptogramic,1,
8/17/14,3,8,Bouteloua_gracilis,65,
8/17/14,3,8,Buchloe_dactyloides,25,
8/17/14,3,8,Ipomopsis_laxiflora,22,
8/17/14,3,8,Plantago_patagonica,3,
8/17/14,3,8,Sphaeralcea_coccinea,2,
8/17/14,3,8,Tragopogon_dubius,1,
8/17/14,3,8,Opuntia_polyacantha,2,
8/17/14,3,8,bare_ground,1,
8/17/14,3,9,Bouteloua_gracilis,60,
8/17/14,3,9,Psoralea_tenuiflora,4,
8/17/14,3,9,Sphaeralcea_coccinea,6,
8/17/14,3,9,Opuntia_polyacantha,1,
8/17/14,3,9,cryptogramic,1,
8/17/14,3,10,Bouteloua_gracilis,45,
8/17/14,3,10,Bouteloua_hirsuta,1,
8/17/14,3,10,Plantago_patagonica,1,
8/17/14,3,10,Sphaeralcea_coccinea,3,
8/17/14,3,10,bare_ground,1,
8/17/14,3,10,cryptogramic,5,
